Recipe Name, 칼로리, 단백질, 지방, 탄수화물, 나트륨
퓨전떡갈비, 195.85, 12.58, 5.18, 24.74, 265.63
마늘칩 감자샐러드, 80.12, 1.19, 3.85, 10.18, 51.78
시래기닭조림, 210.1, 19.3, 9.2, 12.5, 198.3
두부튀김&무소스, 138.1, 9.1, 6.5, 10.8, 132.8
오징어튀김&딸기쨈, 591.6, 17, 40.6, 39.6, 135.9
감귤콩샐러드, 145.7, 3.54, 6.74, 17.73, 13.62
바질향이 향긋한 고구마 찰 바케트, 286, 7.97, 7.34, 47.11, 2.07
두유 크림 현미리소토, 847.4, 28.4, 31.3, 113.1, 712.2
당근새우 카나페, 349.6, 19.8, 7.8, 50, 701.4
아보카도 수란샐러드, 172.1, 4.2, 9.4, 17.7, 88.2
참깨 오렌지 쇠고기, 183, 21.1, 6.2, 9.8, 269
치킨 버거 스테이크, 128, 21.5, 0.7, 9.5, 89
토마토소스 달걀볶음, 111, 4.4, 5.9, 10.2, 107
낫토 시래기 라이스전, 138, 6.3, 2.9, 22.9, 163
나스와 샐러드, 92, 8.1, 41, 5.1, 79
다시마전, 79, 4.3, 1.6, 13.2, 311
모듬옥수수, 127, 9.9, 3.6, 15, 109
버섯 들깨탕, 124, 3.9, 5.3, 17.3, 32
산마드래싱과 실곤약 샐러드, 97, 7, 4.9, 7.2, 36
산호두부, 89.4, 7, 3.4, 8.5, 55
섭산삼, 233, 4.7, 8.2, 26.9, 4
시금치 돼지고기 볶음, 105, 9.2, 4.5, 7.4, 284
발사믹과 로즈마리로 향을 낸 오븐구이 야채, 136, 1.9, 0.6, 34.3, 52
종이에 싸서 구운 도미(파필로테), 104, 13.8, 4.5, 2.2, 51
무염 겉절이, 11.96, 0.45, 0.01, 2.53, 1.67
닭가슴살호두크로켓, 623.5, 43.8, 27.2, 50.8, 312.9
누룽지상추샐러드&유자드레싱, 105.56, 0.67, 2.75, 19.51, 8.32
견과류 미숫가루 빵, 353, 12.56, 13.64, 44.89, 5.64
돼지 함초 덮밥, 816.8, 43.3, 34.4, 83.6, 498.9
닭가슴살 채소쌈, 266.3, 23.7, 9.2, 22.1, 349.1
호두 사과 샐러드, 110, 1.2, 6.5, 13.7, 31
고구마란, 166, 2.9, 2.7, 36.6, 13
과일 파이, 182, 2.8, 2.4, 38.7, 29
수삼당근정과, 110, 2.1, 0.2, 28.3, 23
식혜 팥빙수, 136, 3.6, 0, 33, 5
야채칩, 72, 1.8, 0, 17.7, 17
잡곡강정, 153, 5.5, 2.4, 29.2, 10
잣 호두 강정, 94, 2.1, 6.8, 7.9, 1
현미 크레이프, 259, 7, 0.7, 56.2, 42
감자 주먹밥, 240, 8.9, 5.6, 41.9, 67
고기완두조림, 183, 11.4, 7, 18.9, 45
니고랭, 229, 11.5, 3.8, 35.9, 310
돼지갈비 볶음, 151, 12.1, 8.3, 6.7, 293
미니 그라탕, 236, 6.3, 5.6, 44.6, 58
밀라노 스타일 포크 커틀렛, 229, 13.8, 15.1, 7.6, 98
바지락 볶음면, 235, 12.6, 4, 36.3, 448
삼색 꽃 화전, 160.6, 2.11, 6.97, 22.36, 1.31
알록달록연근튀김, 66.9, 1.1, 2.4, 10.2, 103.4
잎채소튀김, 222.6, 2.3, 19.2, 10.2, 70.5
포항초사과샐러드, 10.34, 0.77, 0.13, 1.52, 15.81
생선 파피요트, 162, 22.1, 4, 9.5, 881.6
시금치 후무스, 195.8, 9.4, 5.4, 27.3, 34.5
매생이조랭이떡국, 380.8, 11.2, 2.1, 77.3, 637.3
문어핫바, 191.5, 11, 6.7, 22.3, 324.6
매실장아찌와 과매기구이, 230.2, 13.5, 12.1, 16.7, 412.7
자색고구마호떡, 229.2, 3.7, 6.5, 38.4, 71.9
김치밥그라탕, 515.1, 14.5, 18.9, 69.3, 679.8
누룽지굴죽, 239.3, 8.4, 2.9, 47.9, 337.6
콩비지완자탕, 154.6, 9.7, 5, 16.5, 699
돼지갈비구이와 백김치와인조림, 252, 13.8, 13.7, 13.1, 446.7
오징어오곡밥순대, 105, 7.8, 2.6, 12.5, 617.2
코다리 양념구이, 133, 12.1, 5.1, 10, 258.1
대구버섯구이, 197.9, 13.3, 9.5, 14.9, 237.6
잔멸치땅콩볶음, 145.6, 7.4, 9.8, 7.8, 352.7
밥 샌드위치, 322, 14.9, 8.1, 50.6, 476
버섯을 넣은 가지 라자냐, 136, 8.1, 5.1, 14.8, 243
생선찜 채소말이, 163, 15.5, 3.4, 1838, 346
쇠고기말이 쌈밥, 204, 11.3, 6, 27.5, 354
스테이크 샐러드, 177, 17, 10.1, 3.5, 404
씨앗죽, 198, 5.4, 7.9, 27.3, 20
오븐에 구운 또띠아 칩과 아보카도 딥, 139, 2.6, 3.9, 24.1, 40
참치 쇠고기 양상추 쌈, 181, 9.2, 5.2, 24.9, 313
치킨 쇠고기 땅콩소스 꼬치, 148, 14.4, 6.2, 8.3, 536
커리향이 들어간 치킨샐러드 샌드위치, 194, 8.8, 7.4, 23.3, 77
클럽 샌드위치, 1, 1, 1, 1, 1
토마토 야채 오븐구이, 103, 3.1, 2.8, 17.4, 67
시금치비트무침, 38, 2, 1.3, 5.6, 152.6
해초탕수, 128.7, 2.1, 4.9, 19.5, 132.8
호두떡볶이, 383.1, 5.8, 15, 57.1, 219.7
죽순콩나물밥, 368, 10.1, 2.3, 75.1, 226.4
멍게비빔밥, 399.5, 9.7, 6.2, 73.3, 532.8
키조개샤브샤브, 85.4, 9.3, 1, 10.6, 424.8
가자미쑥국, 123.4, 15.2, 4.9, 3.7, 567.7
달래바싹불고기, 197, 13.4, 13.4, 5.3, 237.6
오리고기곰피쌈, 137.3, 10.3, 7.1, 7.8, 355.9
바지락수제비볶음, 271.6, 10.6, 7.1, 43.5, 295.2
민들레무침, 24.9, 1, 0.9, 4, 127.9
취나물들깨무침, 83.4, 3.5, 5.7, 5.5, 256.1
토마토소박이, 30, 1.4, 0.7, 5.2, 316.6
풋마늘오징어김치, 39.2, 4.7, 0.8, 3.8, 220.8
절편꽃말이떡, 115.6, 3.2, 1.7, 20.2, 132.5
가지볶음, 37.6, 0.9, 2.5, 4.7, 68
고등어 강정, 154.6, 7.8, 9.1, 10.1, 207
꽃게볶음, 109, 10.3, 2.9, 10.1, 317
다시마칩, 61, 1.6, 2.5, 10.3, 139
브로콜리 쇠고기 볶음, 124, 1.2, 4.1, 13.9, 300
새우살을 채운 두부 스프(미네스트로네), 117, 13.8, 4.6, 5.9, 361
시저 샐러드, 213, 14.5, 6.4, 24.5, 220
연두부 무순 냉국, 71, 6, 3, 6.3, 223
차가운 당근 수프, 84, 2.3, 3.3, 13.2, 57
태국식 불고기 샐러드, 89, 8.3, 3.1, 8.8, 242
팽이버섯 야채볶음, 83, 2.6, 4.4, 10.9, 14
딸기연두부쉐이크, 121, 4, 1.5, 25.3, 5.5
봄주먹밥, 252.4, 4.29, 2.12, 19.63, 118.1
구운 주먹밥, 335.1, 5.79, 6.84, 35.43, 79.4
깻잎장아찌롤, 375.2, 2.6, 3.4, 18.4, 750.7
롤 삼계탕, 103.4, 11.9, 4.3, 4.3, 50.2
효종갱(曉鍾羹), 186.1, 4.95, 1.69, 0.99, 220.6
갯벌의 여왕 모시조개의 달콤한 유혹, 155, 11, 9, 7, 760
고구마 타락죽, 362.9, 7.2, 21.4, 37.2, 161
두부 채소 볶음밥, 322, 13.5, 6.5, 60.3, 213
건강 마늘 꿀환, 167, 4.8, 4.9, 29.5, 13
과일 샐러드 또띠아, 277, 5.5, 3.5, 58.1, 84
수박 화채, 126, 3.4, 0.7, 28.3, 2
우유 생강차, 108, 5.9, 2.8, 15.7, 185
레몬 들깨 소스를 품은 떡꼬치, 735, 12, 32, 100, 573
누룽지 요거트 파르페, 0, 0, 0, 0, 0
자색고구마 호떡, 229.2, 3.7, 6.5, 38.4, 71.9
청국장지짐 케일쌈밥, 398, 19.2, 6.6, 65.4, 4.3
마늘 불고기 덮밥, 598.4, 24.6, 17.8, 85, 3.1
잡곡강정밥, 594.3, 15.2, 5.9, 120.1, 1.3
함박스테이크 볼 밥, 439.5, 22.3, 11.2, 62.4, 8
곤드레 밥버거, 467, 12, 12.6, 76.5, 22.7
대추닭살리조또, 498.3, 21.2, 14.7, 70.3, 8.4
먹골배 카레주먹밥, 379.2, 10.8, 11.5, 445.4, 1.1
신호등 통통이(어린이 곤약삼색주먹밥), 441, 8.6, 5.6, 81.6, 0.9
양배추롤&참치두부쌈장, 295, 12.9, 3.7, 52.5, 4.5
라비올리 크림소스, 735.7, 29.6, 16.9, 101.2, 242
라비올리 토마토소스, 330.8, 14.2, 5.7, 55.2, 115
미역 조랭이 떡국, 368.7, 9.2, 10.9, 66, 774
버섯 리조또, 325, 8.7, 4.9, 59, 125
서리태 잣국수, 478.7, 18.2, 18.3, 61, 83
쌈밥, 315.1, 13.3, 3.5, 57.5, 558
영양밥, 321.5, 6.3, 5.2, 63.6, 102
팥죽, 287.1, 11.8, 0.1, 60, 9
호박만두, 211.2, 6.1, 4.8, 34.4, 150
감자 팬케익, 399.7, 13.4, 4.5, 75.7, 320
단호박 두부 포타주, 92.6, 6.6, 3.8, 12.1, 379
쇠고기와 검은콩 요리, 346.5, 24.3, 13, 36.4, 199
채소 커리를 곁들인 팬케익, 258.6, 15, 7, 30.8, 261
양송이버섯 달걀 크레페, 319, 16.1, 7.1, 48, 105
파인애플떡갈비, 336.8, 14, 16.4, 33.3, 21.1
건강가지말이+참깨마요소스, 157.4, 1.9, 9.7, 15.6, 9.9
순창 고추장 두부강정, 350.3, 14.7, 14.2, 40.8, 15.7
곤약 백김치 말이, 44.2, 3.2, 0.1, 7.5, 2.7
묵은지비프롤, 364.2, 31, 22.6, 9.2, 1.9
바나나를 감싼 일본식 달걀말이, 362.3, 17, 17.3, 34.6, 25.2
그린커리, 465.7, 48.5, 14.9, 34.3, 17.1
현미 고구마 아란치니, 458.6, 8.6, 16.8, 68.4, 5.1
유자 치킨 꿔바로우, 376.5, 23.9, 11, 45.5, 22.4
펌킨크로켓, 335.6, 12.2, 19.8, 27.1, 8.8
이태리튀밥, 508.7, 15.9, 23.4, 58.6, 3
현미 입은 미트볼, 479.3, 34.1, 30.7, 16.6, 5.7
시금치 볶음 쌀국수, 584.8, 13.1, 25.2, 76.4, 4.9
새우채소꼬치구이, 80.7, 6.6, 1, 11.2, 7.5
영유아를 위한 고소한 닭꼬치, 324, 25.1, 16.8, 18.2, 1.3
얌얌 맛있게타, 324.1, 12.5, 12.7, 40.1, 3.7
오! 푸룻한 뿌리채소, 308.4, 8.4, 10.9, 44.3, 12.4
채소 팬케익, 286.1, 14, 7.6, 38.5, 275
누룽지과자, 344.4, 8.4, 14.9, 48, 62
단호박 경단, 162.9, 3.6, 3.3, 30.5, 87
모듬탕수, 205, 5.7, 1, 26.3, 120
새싹 비빔밥, 282.4, 8.7, 7.4, 50.6, 318
가지볶음, 37.6, 0.9, 2.5, 4.7, 68
감자냉채, 51.2, 1.7, 0.3, 10.7, 113
고추잡채, 150.6, 6.2, 11.7, 4.9, 147
나박김치, 39.6, 2.4, 0.3, 9.7, 196
냉잡채, 129, 0.9, 4.1, 21.8, 272
단호박 두부찜, 37.9, 2, 1.6, 5.2, 220
단호박전, 310.4, 6.7, 10.7, 46.1, 77
도라지 검은깨 튀김, 134.6, 2.4, 4, 23.9, 163
발사믹으로 양념한 채소요리, 300.6, 2.5, 30.2, 5.6, 76
버섯 굴소스 볶음, 38.1, 1.6, 2.7, 3.4, 32
비트와 호두 요리, 267.7, 3.2, 10.2, 38.8, 71
상추 겉절이, 19.4, 1.1, 0.5, 3.9, 108
